"VegDate","Plot","Distance","Depth","StationKey"
"2013-6-11 0:00:00","S",10,10,"Y-02-205-NE"
"2013-6-11 0:00:00","S",20,12,"Y-02-205-NE"
"2013-6-11 0:00:00","S",30,6,"Y-02-205-NE"
"2013-6-11 0:00:00","S",40,13,"Y-02-205-NE"
"2013-6-11 0:00:00","S",50,11,"Y-02-205-NE"
"2013-6-11 0:00:00","W",10,7,"Y-02-205-NE"
"2013-6-11 0:00:00","W",20,0,"Y-02-205-NE"
"2013-6-11 0:00:00","W",30,0,"Y-02-205-NE"
"2013-6-11 0:00:00","W",40,10,"Y-02-205-NE"
"2013-6-11 0:00:00","W",50,0,"Y-02-205-NE"
"2013-6-11 0:00:00","C",0,0,"Y-02-205-SE"
"2013-6-11 0:00:00","N",10,0,"Y-02-205-SE"
"2013-6-11 0:00:00","N",20,10,"Y-02-205-SE"
"2013-6-11 0:00:00","N",30,0,"Y-02-205-SE"
"2013-6-11 0:00:00","N",40,8,"Y-02-205-SE"
"2013-6-11 0:00:00","N",50,9,"Y-02-205-SE"
"2013-6-11 0:00:00","E",10,10,"Y-02-205-SE"
"2013-6-11 0:00:00","E",20,0,"Y-02-205-SE"
"2013-6-11 0:00:00","E",30,0,"Y-02-205-SE"
"2013-6-11 0:00:00","E",40,0,"Y-02-205-SE"
"2013-6-11 0:00:00","E",50,10,"Y-02-205-SE"
"2013-6-11 0:00:00","S",10,14,"Y-02-205-SE"
"2013-6-11 0:00:00","S",20,0,"Y-02-205-SE"
"2013-6-11 0:00:00","S",30,0,"Y-02-205-SE"
"2013-6-11 0:00:00","S",40,0,"Y-02-205-SE"
"2013-6-11 0:00:00","S",50,0,"Y-02-205-SE"
"2013-6-11 0:00:00","W",10,5,"Y-02-205-SE"
"2013-6-11 0:00:00","W",20,0,"Y-02-205-SE"
"2013-6-11 0:00:00","W",30,0,"Y-02-205-SE"
"2013-6-11 0:00:00","W",40,0,"Y-02-205-SE"
"2013-6-11 0:00:00","W",50,0,"Y-02-205-SE"
"2013-7-16 0:00:00","C",0,0,"Y-02-206-NE"
"2013-7-16 0:00:00","N",10,0,"Y-02-206-NE"
"2013-7-16 0:00:00","N",20,0,"Y-02-206-NE"
"2013-7-16 0:00:00","N",30,0,"Y-02-206-NE"
"2013-7-16 0:00:00","N",40,2,"Y-02-206-NE"
"2013-7-16 0:00:00","N",50,0,"Y-02-206-NE"
"2013-7-16 0:00:00","E",10,0,"Y-02-206-NE"
"2013-7-16 0:00:00","E",20,4,"Y-02-206-NE"
"2013-7-16 0:00:00","E",30,0,"Y-02-206-NE"
"2013-7-16 0:00:00","E",40,0,"Y-02-206-NE"
"2013-7-16 0:00:00","E",50,6,"Y-02-206-NE"
"2013-7-16 0:00:00","S",10,0,"Y-02-206-NE"
"2013-7-16 0:00:00","S",20,0,"Y-02-206-NE"
"2013-7-16 0:00:00","S",30,0,"Y-02-206-NE"
"2013-7-16 0:00:00","S",40,0,"Y-02-206-NE"
"2013-7-16 0:00:00","S",50,0,"Y-02-206-NE"
"2013-7-16 0:00:00","W",10,0,"Y-02-206-NE"
"2013-7-16 0:00:00","W",20,0,"Y-02-206-NE"
"2013-7-16 0:00:00","W",30,0,"Y-02-206-NE"
"2013-7-16 0:00:00","W",40,0,"Y-02-206-NE"
"2013-7-16 0:00:00","W",50,4,"Y-02-206-NE"
"2013-7-16 0:00:00","C",0,0,"Y-02-206-SW"
"2013-7-16 0:00:00","N",10,0,"Y-02-206-SW"
"2013-6-6 0:00:00","W",10,6,"Y-03-210-SW"
"2013-6-6 0:00:00","W",20,8,"Y-03-210-SW"
"2013-6-6 0:00:00","W",30,8,"Y-03-210-SW"
"2013-6-6 0:00:00","W",40,6,"Y-03-210-SW"
"2013-6-6 0:00:00","W",50,4,"Y-03-210-SW"
"2013-6-6 0:00:00","C",0,17,"Y-03-210-NE"
"2013-6-6 0:00:00","N",10,20,"Y-03-210-NE"
"2013-6-6 0:00:00","N",20,19,"Y-03-210-NE"
"2013-6-6 0:00:00","N",30,14,"Y-03-210-NE"
"2013-6-6 0:00:00","N",40,11,"Y-03-210-NE"
"2013-6-6 0:00:00","N",50,10,"Y-03-210-NE"
"2013-6-6 0:00:00","E",10,9,"Y-03-210-NE"
"2013-6-6 0:00:00","E",20,13,"Y-03-210-NE"
"2013-6-6 0:00:00","E",30,14,"Y-03-210-NE"
"2013-6-6 0:00:00","E",40,7,"Y-03-210-NE"
"2013-6-6 0:00:00","E",50,0,"Y-03-210-NE"
"2013-6-6 0:00:00","S",10,15,"Y-03-210-NE"
"2013-6-6 0:00:00","S",20,15,"Y-03-210-NE"
"2013-6-6 0:00:00","S",30,14,"Y-03-210-NE"
"2013-6-6 0:00:00","S",40,16,"Y-03-210-NE"
"2013-6-6 0:00:00","S",50,12,"Y-03-210-NE"
"2013-6-6 0:00:00","W",10,11,"Y-03-210-NE"
"2013-6-6 0:00:00","W",20,7,"Y-03-210-NE"
"2013-6-6 0:00:00","W",30,6,"Y-03-210-NE"
"2013-6-6 0:00:00","W",40,9,"Y-03-210-NE"
"2013-6-6 0:00:00","W",50,6,"Y-03-210-NE"
"2013-6-7 0:00:00","C",0,3,"Y-03-211-NW"
"2013-6-7 0:00:00","N",10,0,"Y-03-211-NW"
"2013-6-7 0:00:00","N",20,1,"Y-03-211-NW"
"2013-6-7 0:00:00","N",30,4,"Y-03-211-NW"
"2013-6-7 0:00:00","N",40,7,"Y-03-211-NW"
"2013-6-7 0:00:00","N",50,2,"Y-03-211-NW"
"2013-6-7 0:00:00","E",10,4,"Y-03-211-NW"
"2013-6-7 0:00:00","E",20,3,"Y-03-211-NW"
"2013-6-7 0:00:00","E",30,0,"Y-03-211-NW"
"2013-6-7 0:00:00","E",40,0,"Y-03-211-NW"
"2013-6-7 0:00:00","E",50,3,"Y-03-211-NW"
"2013-6-7 0:00:00","S",10,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","S",20,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","S",30,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","S",40,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","S",50,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","W",10,9999,"Y-03-211-NW"
"2013-6-7 0:00:00","W",20,9999,"Y-03-211-NW"
"2013-5-29 0:00:00","C",0,0,"Y-01-200-NE"
"2013-5-29 0:00:00","N",10,1,"Y-01-200-NE"
"2013-5-29 0:00:00","N",20,1,"Y-01-200-NE"
"2013-5-29 0:00:00","N",30,1,"Y-01-200-NE"
"2013-5-29 0:00:00","N",40,2,"Y-01-200-NE"
"2013-5-29 0:00:00","N",50,3,"Y-01-200-NE"
"2013-5-29 0:00:00","E",10,10,"Y-01-200-NE"
"2013-5-29 0:00:00","E",20,0,"Y-01-200-NE"
"2013-5-29 0:00:00","E",30,0,"Y-01-200-NE"
"2013-5-29 0:00:00","E",40,5,"Y-01-200-NE"
"2013-5-29 0:00:00","E",50,9,"Y-01-200-NE"
"2013-5-29 0:00:00","S",10,7,"Y-01-200-NE"
"2013-5-29 0:00:00","S",20,10,"Y-01-200-NE"
"2013-5-29 0:00:00","S",30,7,"Y-01-200-NE"
"2013-5-29 0:00:00","S",40,0,"Y-01-200-NE"
"2013-5-29 0:00:00","S",50,0,"Y-01-200-NE"
"2013-5-29 0:00:00","W",10,12,"Y-01-200-NE"
"2013-5-29 0:00:00","W",20,0,"Y-01-200-NE"
"2013-5-29 0:00:00","W",30,6,"Y-01-200-NE"
"2013-5-29 0:00:00","W",40,3,"Y-01-200-NE"
"2013-5-29 0:00:00","W",50,0,"Y-01-200-NE"
"2013-6-10 0:00:00","C",0,19,"Y-01-200-SW"
"2013-6-10 0:00:00","N",10,12,"Y-01-200-SW"
"2013-6-10 0:00:00","N",20,18,"Y-01-200-SW"
"2013-6-10 0:00:00","N",30,13,"Y-01-200-SW"
"2013-6-10 0:00:00","N",40,12,"Y-01-200-SW"
"2013-6-10 0:00:00","N",50,1,"Y-01-200-SW"
"2013-6-10 0:00:00","E",10,4,"Y-01-200-SW"
"2013-6-10 0:00:00","E",20,4,"Y-01-200-SW"
"2013-6-10 0:00:00","E",30,3,"Y-01-200-SW"
"2013-6-10 0:00:00","E",40,0,"Y-01-200-SW"
"2013-6-10 0:00:00","E",50,0,"Y-01-200-SW"
"2013-6-10 0:00:00","S",10,14,"Y-01-200-SW"
"2013-6-10 0:00:00","S",20,23,"Y-01-200-SW"
"2013-6-10 0:00:00","S",30,21,"Y-01-200-SW"
